"X5uM_10h" "X5uM_10h.1" "X5uM_10h.2" "X5uM_10h.3" "X5uM_10h.4" "X5uM_10h.5" "X10uM_10h" "X10uM_10h.1" "X10uM_10h.2" "X10uM_10h.3" "X10uM_10h.4" "X10uM_10h.5" "Veh_24h" "Veh_24h.1" "Veh_24h.2" "Veh_24h.3" "Veh_24h.4" "Veh_24h.5" "X5uM_24h" "X5uM_24h.1" "X5uM_24h.2" "X5uM_24h.3" "X5uM_24h.4" "X5uM_24h.5" "X10uM_24h" "X10uM_24h.1" "X10uM_24h.2" "X10uM_24h.3" "X10uM_24h.4" "X10uM_24h.5" "UT_48h" "UT_48h.1" "UT_48h.2" "UT_48h.3" "UT_48h.4" "UT_48h.5" "Veh_48h" "Veh_48h.1" "Veh_48h.2" "Veh_48h.3" "Veh_48h.4" "Veh_48h.5" "X5uM_48h" "X5uM_48h.1" "X5uM_48h.2" "X5uM_48h.3" "X5uM_48h.4" "X5uM_48h.5" "Veh_72h" "Veh_72h.1" "Veh_72h.2" "Veh_72h.3" "Veh_72h.4" "Veh_72h.5"
"X - 11612" 5.20751049637014 5.26241549036307 5.29457203121699 5.15039104913845 5.24158134228645 5.28914953106801 5.21098430206458 5.26492402334799 5.37227481588935 5.2411353996961 5.16017429975628 5.41040096297071 5.1418509576737 5.22143771258529 5.32220688614288 5.05754819710968 5.25672736479637 5.30721354767682 5.17212693119885 5.20562653985084 5.32532474528584 5.1828624125563 5.24603548044565 5.31092473281882 5.24415584786202 5.23177277708467 5.3669288723503 5.18656365517687 5.22661536942397 5.39786009113473 5.29565065238206 5.33451205529252 5.45528654901098 5.23955972751049 5.29422586474315 5.39010633262598 5.24471243434955 5.22327783039521 5.42977972525486 5.16238216771925 5.25479451823221 5.32500841669874 5.17143097442047 5.24352170740629 5.32349342244407 5.18022626188906 5.22677513409393 5.3360873218075 5.22396035909895 5.28438786629956 5.46828971609822 5.33004020064692 5.39345059990859 5.45058009320324
"X - 11677" 5.43193440591582 NA 5.51389648692292 5.54142946140262 NA 5.28687618965715 5.55066243053441 5.51205036520393 5.13243260423337 NA 5.72542563637873 5.49781531368961 5.01076623351843 5.28276934478499 4.69859635038734 5.3842727493967 4.94259829224594 5.34851514309228 5.0784713184617 5.62489957209302 5.77553253739797 5.1392113963763 5.79584318761041 4.92117646524864 5.02784275146268 5.06420707425495 5.20476280538411 4.96395301665248 5.17738641876445 5.27625494802172 4.89029244413212 5.54130959816253 5.0346966230777 5.08449405802781 5.77434905473385 5.90845928214677 NA 5.2210567433333 5.12595921450993 5.52030139218985 NA 4.92688754533293 4.69257374760291 5.55921095771023 5.12028430499845 NA 5.64114578671884 5.48499984174274 5.6354576079345 5.41940716730481 NA 4.90968972001702 5.64130948368016 5.63410932434754
"X - 11787" 7.36760546612935 7.39385071299822 7.43456098447438 7.39322597787025 7.36867677509903 7.42434421585676 7.41881706601151 7.40889051239999 7.44246863718597 7.37407274024647 7.42163995207696 7.4207578741186 7.40106552229621 7.39812258243417 7.33572132620026 7.29442292682742 7.35378024989203 7.28279887576042 7.44630333689902 7.42502515866854 7.43524166685933 7.37472041832776 7.42785948075685 7.44630731539524 7.33346009153688 7.39128155706143 7.42790818876888 7.35937424054115 7.41757750533847 7.39627859424761 7.29797373343913 7.40960574133228 7.28780244629167 7.38977452109971 7.41110656511441 7.41831445256378 7.39167856160473 7.3332496104174 7.4551283236808 7.40352438169824 7.43361093145886 7.39092977548799 7.3372162679604 7.33974781322414 7.34164942243793 7.33392886265174 7.38407823197989 7.29467794270988 7.37607164075382 7.37287188408448 7.30746005202242 7.43081704555238 7.28140283784807 7.36166850356213
"X - 11843" 4.51894801735721 4.39797475084092 4.5063697170955 4.49715088826236 4.60166895029938 4.43668730135759 4.48317348609251 4.43276090774291 4.48764734751762 4.45368519448127 4.54633286831919 4.5649026725292 4.42908983921257 4.44320038194008 4.52028697492712 4.48573561887981 4.44855173920158 4.52203974703627 4.56136379003428 4.64986036804246 4.59399454104691 4.50669440303567 4.57256958125778 4.69736013465407 4.45266028319785 4.53596466938842 4.57518784492766 4.4899444243598 4.5717321177518 4.53951519197286 4.59675099551282 4.52831237940536 4.55503395766912 4.59779387800227 4.61005300393458 4.50566539704783 4.46109315621061 4.56637856085881 4.4994946310359 4.46905580443861 4.59296465883248 4.5472823079633 4.57743434967749 4.44161659427476 4.69918709730825 NA 4.43727479741012 4.52723021763753 4.57258120133249 4.60982909957511 4.63376125313511 4.58703711774346 4.02812371512884 4.60042832573213
"X - 11852" 4.78819666301974 4.69970767811005 4.73929538353574 4.69820497262231 4.73051580512519 4.70047872547821 4.77891782702484 4.73229723921319 4.665505944451 4.77358899351978 4.70702483685579 4.60150591256321 4.79008099060177 4.82806023366355 4.74274869094496 4.74104123777543 4.62337335681266 4.66219099085901 4.83474487283661 4.81966236334297 4.80139684907087 4.73991236909756 4.79699732145881 4.91278515784406 4.76610039967365 4.77940166432474 4.73407940728059 4.6284808885571 4.76584730128997 4.79251075392069 4.70764680953905 4.66934477867316 4.79851943969529 4.78936209986387 4.69678435545668 4.70675191022817 4.85129504811055 4.75762374590839 4.83282812953935 4.8356271662099 4.7661748123123 4.80821097292422 4.70939717705307 4.75598912865879 4.72658866899195 4.79748221071636 4.7120348577459 4.68351531915054 4.80574546220987 4.84870011330076 4.86984165104332 4.86179120786221 4.79833983072586 4.91938146928022
"X - 11979" 5.83902403211515 5.8735129975776 5.8567609025654 5.79416447086702 5.85551430995617 5.84071004655291 5.83571022525054 5.80403101562874 5.84648680038249 5.89760949925893 5.85813941344185 5.87301003128588 5.88172123294295 5.85571415069057 5.85539617901153 5.82866698436962 5.88588737014769 5.89476065451582 5.89132332391376 5.8823098990526 5.87368033001324 5.87463254796848 5.86698814416456 5.86276088847835 5.85911967569346 5.8342852437227 5.83516847040301 5.86409497955746 5.87506994919448 5.83537091458396 5.82047338328769 5.85862861836398 5.8416297252779 5.86017863618514 5.87171242440764 5.83494560924482 5.90177970025339 5.83876222315383 5.88279652716027 5.88255754991113 5.93766881571983 5.83566394240125 5.87996646381993 5.86830109841388 5.91623121681946 5.86963179058698 5.82599960490754 5.8597439648519 5.85739703262149 5.87265440546105 5.91474341223456 5.92529661754886 5.90379189080462 5.9313805654939
"X - 12015" 6.17108169869232 6.17860375391993 6.16147491537072 6.14916397531697 6.1714938903096 6.16155815163358 6.15670297457307 6.1505817661796 6.17147223656712 6.17899247807641 6.15431926721982 6.1604739335047 6.20389028871793 6.17169925456125 6.17982687209363 6.13329870265252 6.19463836866505 6.18595528878502 6.22313418112139 6.19266918563467 6.18497490703097 6.16794881821001 6.15393187951305 6.18578827029972 6.17105855986883 6.16955776418782 6.14904690077468 6.15956689247556 6.16616388997206 6.16371016006692 6.14335210667033 6.15813261710545 6.19113593888725 6.17973414506909 6.18879128687738 6.16018751441893 6.17611847399049 6.17539844132899 6.21949388594161 6.20611747951669 6.21990868540546 6.16520781179384 6.1639079222947 6.18388880600183 6.23811437989971 6.17250835679202 6.10660764715221 6.19826714639457 6.15420783729353 6.18130066634438 6.20883193828649 6.22850635263573 6.18704132236329 6.21546624369342
"X - 12100" 6.30819313052407 6.28931531433728 6.3107251665161 6.3435495935199 6.35363930154264 6.3506259227254 6.36601518281263 6.32004902650477 6.31984279734733 6.3046072718077 6.5715464940971 6.5516038036956 6.62045660636024 6.54318416279298 6.4196706388501 6.5555639344086 6.46459728798435 6.51138918688286 6.6280661037492 6.56719957862558 6.58542801518554 6.61658515021537 6.73954750431034 6.71000382416976 6.5861875923652 6.53906906969226 6.58286175318145 6.56011223812258 6.69001372669937 6.65236239529036 6.48818663079394 6.53165923954507 6.49326909528098 6.55759357100054 6.5738466243743 6.58793714323795 6.48864447450598 6.42550503831955 6.54478366807218 6.57080903883268 6.56682247059537 6.59046375160954 6.49055062750613 6.51662341371579 6.55884219750179 6.50737545441136 6.66331120444578 6.57563011491059 6.29390745674236 6.19891209136502 6.16286000846987 6.27592515352719 6.25469692494333 6.2252094859334
"X - 12206" 5.1492868696291 5.19489990188585 5.03456830086902 5.18928813864078 5.08113479002455 4.99409268718899 5.16102942010511 5.06697408728299 5.0753315855224 5.1707544187308 5.00607650013427 5.10160274325529 5.06627373233109 5.1323365490095 5.09962885410099 5.10384475471646 5.09265398694241 NA 4.99780562132013 5.15378743435314 5.07398214534223 5.04540122299584 5.13345906748721 5.16783994618668 5.17639805210211 4.97948463708438 5.16552921059082 5.12289383153959 5.1123133633586 5.05397684907238 4.98139270829874 NA 5.11176643305256 4.9288002542929 5.00974825594855 NA 5.11950002878664 5.12323077669851 5.12706914586188 5.12755182671435 5.14071225797927 5.06190463371617 5.14502228036734 5.09102999435286 5.07217266649522 4.99091575450608 5.15088225960997 5.16061257174341 5.06637065725385 5.0658484982838 5.10520692433429 5.14065885719014 5.00068564376536 5.06049386287669
"X - 12216" 5.21436427054174 5.28360874506237 5.21082396592413 5.17280135378322 5.27614458444135 5.19021680507887 5.12440639974503 5.18798860432114 5.32174337820423 5.30297561323761 5.10871720307746 5.334359241606 5.24658720327992 5.32021277586996 5.30402711934653 5.08095821312506 5.30785530539426 5.25950548212453 5.29085787650289 5.16555590893091 5.27128153983767 5.29829402635379 5.21955833154722 5.3198843836889 5.28893746830648 5.27122805171549 5.29914977930438 5.2070874529234 5.27717126138812 5.33743330268377 5.18869792323442 5.17604203622505 5.329776069558 5.24897809589265 5.17947997727798 5.26968802766391 5.25948636694533 5.23145684686103 5.31403795308183 5.25981359828141 5.26970669906614 5.31982200268315 5.23428438254102 5.1660184195675 5.27840602631891 5.25748897954526 5.19960435437233 5.24164856764389 5.09223626611514 5.19564231894423 5.31912688828184 5.29060883658099 5.20406840712384 5.25231164524517
"X - 12339" 6.33545469111091 6.25972548504869 6.3566166313825 6.37682414259041 6.37286470646182 6.23950919146893 6.34506736158255 6.22655454032843 6.40388955390085 6.18804353346796 6.36516832388023 6.24956301162257 6.35347633070304 6.2343297067567 6.40362558822725 6.21489071754491 6.40245483690303 6.30497345486701 6.49638394768603 6.31491479815815 6.45758172125807 6.4227007792218 6.37103533516908 6.34706408713721 6.33164954982353 6.19350221465985 6.36134038585603 6.3246906237396 6.29576496122977 6.22532427496702 6.09901902935492 6.32794611215463 6.26028848095731 6.37788680459858 6.39574196342361 6.40881773534797 6.08221466994249 6.20142744193359 6.35314462029183 6.315462112473 6.39735209734398 6.40814495300158 6.12839506793241 6.33542139033456 6.25050807220321 6.11738035286598 6.30483549973482 6.21042634419499 6.4037416500427 6.21592083298383 6.14962826551146 6.23245786136518 6.28600712207947 6.20509306849661
"X - 12425" 6.78858810413178 6.68599266144727 6.72495963166099 NA 6.71235603275723 6.74756459983344 6.70139354150658 6.63366142125165 6.64588706935584 6.7778649559757 6.77384792912359 6.55619874024694 6.54049427517084 6.74971081354292 6.73104793741356 6.79558181525703 6.71337493985494 6.73441094997549 6.7819177919498 6.83464720262242 6.73208594508095 6.74321294768795 6.70968319230781 6.68851868393994 6.67510420416321 6.72095998295656 6.52082860404956 6.73108343275046 6.71171833715157 6.61603648132776 6.44161580878936 6.70934341160437 6.62409709444099 6.78645732225419 6.72013167312572 6.6110418125797 6.77548316250639 6.53870277147334 6.68500110545496 6.7805757232882 6.72322409604461 6.66718510207636 6.81922889199933 6.7425491789142 6.66849801729861 6.84606686225028 6.69314650554291 6.60455435066545 6.75867387315319 6.7169725753882 6.58101558672456 6.73579181452216 6.63344057903912 6.61402849667757
"X - 12680" 5.32558338831811 5.19698265404495 5.42943411139137 5.58295604552609 5.29828528548408 5.70246500289385 5.28100835480338 5.42707369062105 5.63940480234935 5.41381256588907 5.61631584061853 5.5843481886644 5.31080160699949 5.44507774978436 NA 5.63901109507118 5.56206911542411 5.52728052059843 5.73184974688866 5.63266072516245 NA 5.48278357246465 5.52343428674644 5.30695443677673 5.28325598733866 5.24282208860076 5.50322123436056 5.25666243363425 5.5458919683277 5.63823459588488 5.22903388420922 5.19903349558578 NA NA 5.49503759638306 5.33904179891252 NA NA NA 5.13422174641876 5.586319444658 5.28059202721253 5.40498928244683 5.56140194503113 5.50498437197797 NA 5.34452588220236 5.51708235932439 5.31861837596015 5.26912751200084 5.35838034171447 5.08826015511531 5.40463704270253 5.51667020239278
"X - 12681" 5.55001543540664 5.58125085920923 5.54161668151239 5.59074266438104 5.70198998672383 5.62343537673163 5.57456945927544 5.57988872887062 5.60066475296562 5.54982323043051 5.63328358858722 5.65485393641093 5.54069978132996 5.50382607865716 5.59519078558353 5.56590328209006 5.46084674628236 5.61681462479152 5.60468387353085 5.60510347811088 5.61762196517936 5.60983443197302 5.62495931451997 5.60624482038227 5.54962236492697 5.52995750189996 5.68385270864398 5.56347989879584 5.60640178937082 5.62482848850007 5.41710284301917 5.66635883488649 5.58383444222684 5.53331058187872 5.6165899802982 5.62574241599857 5.5073916569103 5.5041839566804 5.62336095176597 5.5807459775497 5.63521222790522 5.6307064664187 5.46696691866101 NA 5.52453891594473 5.47424395311019 5.61246384388704 5.61939493526243 5.59864827117504 5.50207325802796 5.57674895792811 5.6099591913967 5.42142622459474 5.53490016420234
"X - 12695" 6.29285525011443 6.18632024120168 6.13743102406351 6.39756687632501 6.19910709067085 6.20819995492615 6.28092671325642 6.17869442019577 6.27015014225497 6.26553947371325 6.29610770736315 6.22545169662251 6.44473833192632 6.27917192215535 6.31367912591574 6.31457332327961 6.32821339792897 6.31649474877328 6.37403199425234 6.26892858862664 6.33892917898271 6.35634084558524 6.3472909758561 6.30490566647942 6.3288747837492 6.34151009909193 6.21397067449762 6.42669567536725 6.32256101206071 6.25214448050255 6.48654311159294 6.328683706975 6.34695177046537 6.42437242999433 6.33453758602128 6.27486715638557 6.39555999289825 6.3533697027534 6.26237537824624 6.44353005512058 6.32269345082126 6.33515589584862 6.36244609352468 6.33759901173999 6.33599156431526 6.32923185967131 6.35042053856741 6.33237421998089 6.39953545194612 6.35378509610147 6.35528405362244 6.43566905266294 6.39836037593932 6.40860641628091
"X - 12726" 4.52872392326099 4.37732446773656 4.37887009839898 NA 4.19948091486236 4.30369272719512 NA 4.31141476716236 4.42881487202615 4.4896772916637 4.4551342931961 4.42081358182568 NA 4.44712700919985 4.50185314437491 4.52375946944571 4.46802222649409 4.28800316003186 4.49832434069717 4.40570485095371 NA 4.48921293346491 4.28402445032265 4.62957268377677 4.19077977092802 4.56677913634119 4.4241953665669 4.52737208282761 4.47462413441861 4.43117070148326 4.3912704083312 NA 4.48118455511733 4.51621796516111 NA 4.24002478321872 4.54204074853014 4.48870579398179 4.48684119942427 4.61781780726608 4.48567884650391 4.42904132823996 4.41540742545014 NA 4.54520812068653 4.52916076172113 4.39399613325835 4.27964413386531 NA 4.47436197603263 4.51668077540683 4.53581293753889 4.41140082026008 4.24432661023064
"X - 12748" 5.19792531679652 5.1595341085988 5.19717576332248 5.2117130850316 5.21317230904682 5.14785247915493 5.20398152922263 5.16303309598762 5.18666539062166 5.20126872898656 5.18522191106799 5.14312726483736 5.20572390680572 5.17846181599763 5.26596106056523 5.23579853447369 5.22113505197082 5.20112389720738 5.28899551682847 5.27596748426277 5.21667250360061 5.23358492929416 5.24237244791809 5.25073462982092 5.1938811703747 5.17750187041782 5.21488356828752 5.17627941256752 5.19905821174402 5.21335569640578 5.26129618325577 5.28490875861768 5.31397894195675 5.33273125747113 5.34854823345627 5.29319676181693 5.31774793937614 5.27042726836982 5.36121393165301 5.35696612883074 5.36441777877667 5.30764363016743 5.27706113044672 5.28903346743668 5.33975146793054 5.31455395868108 5.25241123318033 5.2796418527811 5.32428039702513 5.30439788563758 5.3663071299198 5.41566766383717 5.38162401749914 5.42756887033731
"X - 13507" 6.5648014199654 6.5452399255409 6.58293857291852 6.5794228681383 6.50361502375011 6.60789606383332 6.56417646749074 6.54131134640584 6.55432255764425 6.46924615736998 6.5919526658394 6.64712652373103 6.69350200701874 6.69140607447457 6.68826574472608 6.69758857718932 6.70832986723061 6.73298809512669 6.74067014009745 6.7615575535141 6.76675249020731 6.66650852705918 6.73916483414286 6.64669782926785 6.6291915815716 6.65830098882092 6.66788954955267 6.6487454348474 6.64207892512779 6.70511407868734 6.80614699349442 6.81836863291491 6.79389287168068 6.79423339039983 6.88355350098293 6.86893471335973 6.76752905047735 6.83421202687965 6.83823598825048 6.83470426960522 6.85458171609946 6.8008108675164 6.77536946239225 6.84217910009108 6.86220814958749 6.80125816610676 6.78533923275689 6.82810178539916 6.85264745750402 6.80306190544453 6.82899856569561 6.84264780025349 6.81971623730458 6.88012159874083
"X - 13529" 5.22318691865304 5.22687560112067 5.23592468605648 5.15245040996806 5.25015641781986 5.20096261254643 5.17536393092157 5.18654669695217 5.25940750793669 5.17921272531629 5.18276548455022 5.2080165291182 5.26952461864385 5.21327862999279 5.19856087182345 5.16742072588827 5.23510657242673 5.23599027040073 5.31461499633484 5.20428823917007 5.22627245004286 5.15703949997406 5.23108712058482 5.23611636630945 5.20783356405324 5.27727677734034 5.1944338581315 5.20946943803893 5.21705997120199 5.21867989594192 5.224017404168 5.2014708661791 5.22879032990793 5.24304797530386 5.22752421300917 5.15044633806047 5.23353673705795 5.21830963436567 5.29518871415594 5.22687044953078 5.24699315843324 5.24468524003233 5.22996581950374 5.22224551347934 5.23395000196658 5.28504170027597 5.12603719704454 5.26858967146884 5.2170836824817 5.2359095498012 5.23611888785422 5.27841746412081 5.23768697138099 5.24464073656714
"X - 13553" 5.84858257583228 5.8102520137494 5.81471760496641 5.83475440356147 5.80527243668095 5.79753759217583 5.8222158229743 5.81596007787598 5.81490919080208 5.8529195552748 5.80039261059351 5.83046227509089 5.83010984694685 5.81018276624197 5.77912009325427 5.77672732801978 5.7444158202243 5.78243607309262 5.84530583122738 5.81475353374899 5.76970144876572 5.83827783825192 5.74840589511603 5.78837485948613 5.81712490255026 5.83023762717201 5.81369305010459 5.78368995099949 5.78978582556148 5.76921997661462 5.71573266042832 5.71285081083357 5.74480210028027 5.74102704645932 5.76421350552248 5.74984371675929 5.73660762166499 5.77738621866993 5.78626221060463 5.7452200528502 5.75071816318684 5.75089006682038 5.72809556387918 5.76797098039057 5.79441275312785 5.74498495519503 5.73137680354673 5.79959553642236 5.68409636573744 5.72087344056721 5.75145386464538 5.72567237790184 5.70958538848531 5.74765724309424
"X - 14056" 5.85104910294906 5.85632884117059 6.01104618292746 5.85978835124681 6.04067590289412 6.05027687468 5.76140908028956 5.81891968230586 5.98431574015184 5.78274057141917 5.9238659926953 5.86191716204083 6.16067557449722 6.01562754365669 6.28622062019258 6.02582752464161 6.20634626888668 6.28506580567561 6.23353876631259 6.21054056066473 6.26498914670924 6.16909430182562 6.24078679729625 6.3296774871844 6.12675073648549 6.09171126392238 6.12865027266632 5.98274191596608 6.24880058174315 6.13803698660091 6.67422695688682 6.94725893956218 6.8455753774409 6.84717192402029 6.90057679583789 7.0377987558327 6.46370968101931 6.58361110123247 6.80843690937485 6.60987463614549 6.83588199927354 6.84268068016849 6.31176530085729 6.32604507309535 6.46592820289234 6.32458080161165 6.60764424859276 6.42264416429706 6.76122134771164 6.78514839017196 6.79011204523345 6.78617623990607 6.74798052427476 6.77144497069994
"X - 14364" NA NA NA NA NA NA NA NA 4.22708933822907 NA NA NA NA 4.17125827467578 NA NA NA NA NA 4.28005453397325 4.21579613258983 NA NA 4.33986864058465 NA 4.89591954531002 NA NA NA NA NA NA NA NA 4.39714017074858 4.3536662329829 NA 4.1081250947386 4.46127336762379 NA 4.46319098409901 4.49255087170417 NA 4.39821786823488 4.41607439092239 NA 4.32321083507765 4.23067878114647 4.34770071527235 NA 4.38623135057952 4.37697822030802 4.47253705326208 4.35852493404699
"X - 14568" 7.28988777273523 7.25061836614265 7.27957939204008 7.26806606391789 7.26195542649346 7.26020361291046 7.27342595491279 7.2700517887321 7.27532476332094 7.27000803780787 7.26641544483848 7.28195200786682 7.29279842340698 7.25224673076604 7.25558344512444 7.28322322964897 7.27642912745437 7.28634992653328 7.30675865200145 7.30046130572993 7.27800972638763 7.2906085696759 7.3012590690084 7.26485001625507 7.26984409589629 7.26375514598581 7.27981052945161 7.26764112304605 7.27554790572214 7.27115664643373 7.27331338866119 7.27603051260367 7.2588758636732 7.32048332573854 7.30715505780047 7.26939309976544 7.30355376008119 7.27163885749352 7.27283627831013 7.30282374423763 7.30581852216924 7.2625704924315 7.26960436992683 7.27105852061299 7.27071572050113 7.27465293987628 7.22610032107661 7.28575141550916 7.2623684472566 7.28553354592384 7.25180548284857 7.2849346290988 7.26793766451503 7.28077653460324
"X - 15136" 5.54408913814141 5.57224874442485 5.48346319510152 5.64647332540481 5.63139201588628 5.53090373480276 5.58430068696318 5.56491095148453 5.47250632896789 5.5364826869272 5.68665414109546 5.42012414943752 5.62707691369329 5.51724737661557 5.42079710099985 5.56976939400363 5.5604936622412 5.53401721689682 5.67983202033777 5.58844987112499 5.61060693746546 5.72673046825999 5.7347870325095 5.64986425833258 5.59868219312217 5.44259263960428 5.56637973956391 5.52559154415337 5.56945350346588 5.54811044638164 5.41100654777539 5.46809465707178 5.37417807478456 5.45133656202237 5.49248939411131 5.56522779857297 5.3507169582141 5.39214274245575 5.44620308541416 5.47899480744524 5.52687793367655 5.51576658091486 5.38311490534207 5.45706550365869 5.54606739392811 5.43025893033208 5.60610393003816 5.52165317579075 5.40378090174692 5.21727069275679 5.1030747258036 5.32731805768792 5.2175339510024 5.28233883422872
"X - 15245" NA 4.53223189257381 4.52200058318427 4.5974977344641 4.63568476254722 4.55951163230138 4.53639428863745 4.59171000108184 4.61448591733447 4.57245336340756 4.65183022495331 4.52543355342882 4.64857466530899 4.67596154964217 4.71161322895865 4.62996994629217 4.69647870797985 4.68597449388023 4.49253690028813 4.70787662876165 4.67384077414135 4.48448490903194 4.79978151355483 4.77378644498119 4.59493369984628 4.68671668672052 4.73359044067524 4.64755899976585 4.68114170015108 4.61002102466415 4.97582685973483 5.04116363313056 5.02717830293083 4.9471689470375 5.00090672826585 4.99581501669512 4.87745773538342 4.91129613457788 5.01567823301496 5.00489289030324 5.0137259859028 5.01491936887639 4.77553035278694 4.91051234886022 5.02629214986692 4.81256578200893 4.96075133721461 4.82875009670397 5.02410785603384 5.06418459718351 5.22619764217746 5.14112353807571 5.12672543530247 5.22461851465135
"X - 15461" 5.58563215738795 5.55871696841157 5.78932400775498 5.60601356408173 5.65285817798797 5.7700127921433 5.54416357862791 5.64727340453376 5.46122381693924 5.61998084768015 5.63551088937183 5.61458719623699 5.71063938983496 5.65619310368225 5.5819007562677 5.72483190209223 5.52470242212948 5.61722162805784 5.81239724187395 5.68195632944618 5.78591751465847 5.71598663967965 5.54223518196155 5.81422494788314 5.75090316879081 5.80470630398627 5.63720744644772 5.75417626596181 5.76803099656947 5.66482148443952 5.55026749896241 5.6257927907351 5.72843170450739 5.87011935504795 5.75305959870118 5.75915469651341 5.63228110904062 NA 5.82707964684642 5.65698314549239 5.69702261125 5.78120659669957 5.65239333786327 NA 5.7615798126007 5.69042291748709 5.7907558052121 NA 5.69094702576611 5.79652507337501 5.63786482193419 5.67086530150856 5.6689559034821 5.73402011935334
"X - 15497" 5.2411179512934 5.21012045993446 5.26091529415857 5.18447280929641 5.22977396337382 5.19741013778072 5.2257459417012 5.20758320755521 5.1947862111414 5.22836955658363 5.23902154186664 5.22415220818909 5.29179716082914 5.1951687591086 5.23853535013079 5.18924319806571 5.23484869885176 5.23915176885524 5.29077339682086 5.23167598417921 5.21495240809873 5.26414698106964 5.23991231539939 5.24475445858161 5.16695970704916 5.23559661569102 5.1991158773103 5.19460313423257 5.24920814419874 5.22426624045711 5.20718988341068 5.27676960756046 5.27404926206924 5.26609286965821 5.27011726695538 5.22629308442794 5.23594991197637 5.22713310273319 5.29219624095474 5.28483438366892 5.28408767495019 5.2632856515981 5.19185326316476 5.25830197565692 5.30239587315257 5.22813333439565 5.196891587024 5.20772859341482 5.2263730334113 5.25653975939048 5.27954147321275 5.3173089286275 5.30330191730184 5.33206864720466
"X - 15666" 5.40906366461867 5.61175516218008 5.61894401623371 5.60729950722588 5.68874897788828 5.54371426049774 5.59905625304579 5.03064424195146 5.62876992016204 5.38293871440144 5.32264924018766 5.45363018606753 5.46920915492884 5.36802827715906 5.31361626902746 5.21512181346826 5.33420436235769 5.09449907911674 5.61545869505483 5.46526236263658 5.55624821056384 5.57942229622297 5.62656207816786 5.54144319361998 5.48886081610798 5.36131033505347 5.41917397573437 5.41013417034286 5.31373859956078 5.34603202572961 5.1166874237393 5.26621287528609 5.04467300720924 5.31573949960834 5.36908406430285 5.36990016699075 5.06814131643796 5.17267589122379 5.31387143679997 5.32295490394383 5.29485625464354 5.31921227662462 4.99018784681553 5.34366259655481 NA 5.28726636719741 5.45990640030618 5.23471717494022 5.14309602759659 5.13623845468505 5.09068472898847 5.20461913435287 5.03010159650606 5.11078156547753
"X - 16060" 5.49871295140146 5.49457059359563 5.33464672804009 5.4943605566572 5.56432275311742 5.35616932286042 5.70189854468303 5.72047849592673 5.6829506177653 5.60768551343221 5.61703495741738 5.52374646681156 5.53585087547138 5.57758025822234 5.4173388103194 5.47732821910011 5.55539073230377 5.5095680900984 5.60060810931655 5.44384791279112 5.44453661359842 5.58327927540597 5.59180783919361 5.51529881745137 5.74446588398074 5.69422952530932 5.69727468841051 5.65528253517721 5.65404459646169 5.60793623361119 5.55951761972091 5.55214723698032 5.51417040335074 5.57902749499409 5.56865456268146 5.40613124021362 5.50802173511609 5.42788354358669 5.39267057829998 5.45934121385625 5.48649990374432 5.46551520185799 5.45184781556565 5.42158089549117 5.46911184262664 5.55512590052166 5.47847991663581 5.44860584870663 5.34828928269759 5.34279759145937 5.33613339006558 5.40929219300128 5.27929042274063 5.26545463584318
"X - 16071" 4.88539514796262 NA NA NA 4.50174372962799 4.36864012857649 4.82241655029896 NA NA NA NA NA NA NA 4.7078340788207 4.60587582741035 NA 4.40526096159478 4.72723209850756 NA 4.56663779894448 4.66379512221941 4.76224330112512 4.73232137137678 NA 4.40274270951049 4.66134881197433 NA 4.61972969022214 4.55813232832315 NA NA 4.45931708286593 4.87748076968507 NA NA 4.77214560569385 NA 4.56241183294973 4.97392179394886 4.74991401538535 4.51257767684523 4.62344571252377 NA 4.66918666569895 4.88117916004809 4.79140991566716 4.49871019652117 4.5164031484474 NA NA NA NA NA
"X - 17010" 4.4575640039674 4.46064230024732 NA NA NA NA 4.43541431621753 NA 4.60691852594829 NA NA 4.43781395884735 NA NA NA NA 4.55338536525379 NA 4.3270522653267 NA NA NA NA 4.59975210926969 4.45411280002581 NA 4.60839765170251 NA 4.53537008327917 NA 4.71032895804263 4.62494180465999 4.53676039304339 NA NA NA 4.59850598898819 NA 4.42026938407823 NA NA 4.50253636271722 NA 4.32294251635301 4.42751856636436 4.53473664995036 NA NA NA NA 4.61513959433393 4.5752802381802 NA 4.24457397281744
"X - 17299" 6.12524599980792 6.55594418067949 6.51904674229472 6.58859974143867 6.63161004761112 6.57733264426066 6.24451189805059 6.5047941182401 6.64045271494396 6.41679223430534 6.67330766808975 6.45271480205788 6.69692069216844 6.54056307990525 6.29627129522656 6.3501687135746 6.36403478811821 6.22841447561098 6.68449608076712 6.52196951068251 6.71851705082869 6.67346880160566 6.71210843217646 6.62349532090225 6.61190346568034 6.59253226681738 6.64448270603155 6.62109211607682 6.59343239517512 6.53915730175851 6.39299786605376 6.63891046803184 6.37019507036904 6.63235371730462 6.21903279478803 6.58699035888463 6.36023886641119 6.21600033721116 6.64292567610509 6.49192940781324 6.67266161268528 6.68060815387244 6.30978661299154 6.22729833833107 NA 6.54128137554674 6.63264554688685 6.33631220877976 6.63493580823448 6.47446234313189 6.41596857852586 6.6170157614483 6.34425115418165 6.16043701586322
