"UT_0h"	"UT_0h.1"	"UT_0h.2"	"UT_0h.3"	"UT_0h.4"	"UT_0h.5"	"UT_10h"	"UT_10h.1"	"UT_10h.2"	"UT_10h.3"	"UT_10h.4"	"UT_10h.5"	"5uM_10h"	"5uM_10h.1"	"5uM_10h.2"	"5uM_10h.3"	"5uM_10h.4"	"5uM_10h.5"	"10uM_10h"	"10uM_10h.1"	"10uM_10h.2"	"10uM_10h.3"	"10uM_10h.4"	"10uM_10h.5"	"UT_24h"	"UT_24h.1"	"UT_24h.2"	"UT_24h.3"	"UT_24h.4"	"UT_24h.5"	"Veh_24h"	"Veh_24h.1"	"Veh_24h.2"	"Veh_24h.3"	"Veh_24h.4"	"Veh_24h.5"	"10uM_24h"	"10uM_24h.1"	"10uM_24h.2"	"10uM_24h.3"	"10uM_24h.4"	"10uM_24h.5"	"UT_48h"	"UT_48h.1"	"UT_48h.2"	"UT_48h.3"	"UT_48h.4"	"UT_48h.5"
"isobutyrylcarnitine"	80190	207613	158446	98344	131946	163032	436047	214923	190073	448211	502539	291103	183743	249900	342218	212611	258437	NA	303801	289338	349250	153937	NA	148963	811446	945951	482753	739704	NA	820310	437303	741568	874231	504606	1099344	NA	NA	NA	256816	194863	139711	317650	787378	495459	1039000	NA	NA	850925
"isocitrate"	106363	309061	240661	171033	197262	273757	293377	82913	138681	349939	353061	193037	113442	148313	169303	95682	185193	160521	171644	292921	121818	167912	143840	123749	358476	410850	167632	516383	168163	569944	118813	171259	333311	119027	539323	214689	356436	113966	212795	110150	106851	296719	313957	308617	659158	134377	267919	326434
"isoleucine"	32287404	121004216	41715672	28381704	50393120	73394080	45376036	25495596	45033424	58999024	76364896	51847060	41067080	49026840	54435440	37939096	31937438	30375236	51848088	47891200	53775356	36013852	73049200	41978788	70562504	70949904	64078536	85382968	51508752	79096856	35965592	52596824	77782376	42040288	88192048	68136016	67582000	49096768	63668704	42438176	47962028	67706688	73432960	80218904	107345256	19735524	100231928	107259960
"isovalerylcarnitine"	530863	576649	480841	516656	487177	846555	1691580	1168994	1139418	1798074	1961359	1018698	1070707	1414497	1381515	1005995	1115170	1189726	1326534	1579576	1548932	923294	971629	1165218	3544404	4243224	2461268	4483353	2222193	3642653	3352108	3309811	4848838	2318311	4886136	3030528	1248206	746396	1209453	733995	385696	1537253	3159581	3358819	6697999	789959	3390830	3409181
"kynurenine"	54066	163213	93037	62759	79996	112681	116309	60259	80448	109002	144201	78188	47947	114482	106893	75657	55941	45354	81330	95025	110252	70658	99849	39342	133186	196170	98923	206936	107325	175028	NA	100858	180260	115523	165734	121165	164853	60600	113705	75646	105579	145248	114154	123134	245852	57646	182305	165946
"lactate"	5000588	10532189	4252125	5115671	6092553	5639775	6423754	3012232	6404162	8867428	8509895	7382542	8222070	4341096	7596046	7495424	6439805	6285419	8957060	4170630	6999042	9938987	7432936	6435993	14812971	13379186	13269574	15262501	12194805	9379420	10959850	6883833	11977556	11680867	12397213	12101767	13502751	13728155	11576654	13985375	10754962	12415889	20183290	18957318	18336862	4734085	19429480	21368260
"lactosyl-N-palmitoyl-sphingosine"	113728	66829	83666	47509	74323	63825	125766	178847	NA	50835	100355	100987	169043	107187	119701	157568	167810	205021	184746	106085	101998	173936	146703	190193	NA	71311	86286	124235	28899	72066	65187	72449	45706	182746	53881	80148	106737	200043	124936	196205	198410	292449	NA	111819	NA	NA	NA	113173
"laurylcarnitine"	121900	78819	137784	122724	160438	137225	235457	546870	NA	64610	NA	NA	207542	369507	81941	107924	93684	93119	225592	494054	145999	171957	123572	120237	190053	191990	73327	77998	191904	205671	55793	NA	NA	NA	69980	53789	116692	136079	106881	147534	179935	170614	183072	234495	90416	NA	NA	95152
"leucine"	16032719	61571700	22253316	15218651	27742490	31892106	20510128	12299299	25207008	27925658	35151712	28412236	22422300	21073280	24433700	19034928	19841370	21254576	24780392	19363036	25950908	16775227	38056036	22376436	29779148	29430364	40307300	36598820	26564240	34858544	17179860	21100740	34852468	24905836	38938164	31023268	31195628	23931558	28328816	21386516	24093276	30365416	41914276	41290040	50757336	8609123	54518676	60039784
"linoleamide (18:2n6)"	274139456	1182972800	816715648	494363968	572906816	558427968	875094784	1218720640	918474752	556324480	533930368	755173504	549903616	534331040	679999104	532957888	581323008	556380864	436587456	554584896	665320512	872025728	369613088	931652224	785570496	485585792	398889920	568512832	397224896	406163392	445995456	126986664	550925760	758325376	575240448	552922368	436161856	602141184	430228992	560760448	443511232	374769504	709294016	574845312	798025792	471540704	482196352	645113344
"lysine"	2629407	18848686	4218472	3221974	5445922	7497154	4395877	1970698	5113048	7364027	10355314	6330357	4595824	3961659	5874387	4333997	4662488	3432446	6297666	4615460	6605237	3649813	11744944	4583368	6033129	6255354	7455209	8803725	3613769	5841786	3185680	4949890	6983168	4224933	8108304	5945984	8014831	6553828	6918591	4969293	4844170	6729104	10152608	9440487	11015913	1737180	11507905	10648345
"malate"	12665605	14074984	13542937	14921359	14006109	16840600	17829562	13420660	19411824	18417138	16836508	19542550	18124578	10965018	16950864	19773808	14223897	16774552	19120242	12440016	14458189	18128926	16349732	16892848	29063948	24161888	37759132	36543676	26413780	34744672	21610666	20415986	40629600	39554824	33627588	41250620	24950666	22836934	21998834	21927068	20181416	24872188	55193700	49305148	62711276	21346086	44527676	68950184
"malonate"	6975588	10793554	13556423	9142787	8079713	10969213	7843388	7771816	9383722	6685834	7265618	7472932	8831095	8751551	8024706	7501144	6501379	8099823	7358528	8397160	10549664	7669906	8553011	7128611	7598868	10156615	9468077	8677995	6680658	8446264	7220490	8341370	9791046	10346514	10563641	8926136	7385990	7885555	9746895	7308208	9076565	9031292	8956420	13361248	8893169	5783632	8258968	12627176
"malonylcarnitine"	NA	NA	NA	NA	NA	56017	72054	NA	NA	58653	70385	NA	NA	35181	NA	11085	38348	35361	56922	56249	75768	NA	11925	27684	65899	78357	43870	80443	30533	69795	NA	NA	85517	NA	82806	39203	87650	40212	NA	36537	56090	99132	66676	46033	132611	NA	48693	101699
"mannitol/sorbitol"	5019845	9243125	7438799	6561361	9128022	9726606	9774371	7574985	11785808	11930518	11131812	11902877	13558748	9773842	9691812	13085651	9370021	9574495	12032635	9253464	10706328	10789973	11365591	9910285	17336948	14939301	14957297	17667872	13158748	13996040	9004557	9943617	13762774	14147478	17397644	15215702	15720112	17955348	15470714	14704915	18037200	16574326	37876416	35148816	34280624	8564556	32498454	36512936
"methionine"	15291767	30113868	13699617	12528528	17192118	21711242	16414693	13109975	18141396	19436560	22453234	17246176	16775758	16373812	18400636	17333308	15916933	16255186	18482984	16353215	17531316	16460458	20204674	16490083	17609984	17269232	20754972	21176742	16843764	18805422	13941437	15961069	19995696	18121800	22036670	19319712	18595660	17641854	16992620	14027675	14337540	17972396	24971016	23910746	25676032	8946092	26996400	26773632
"methionine sulfone"	55793	185106	66541	77872	107364	130097	125934	92887	77258	128633	148571	84533	60861	89882	122977	85936	93755	86432	121930	108609	100903	68592	108752	NA	122667	193820	94214	166937	127136	187155	85229	129486	161723	115366	208012	117730	130440	69195	111806	67742	107379	155811	161816	123429	224858	48860	164583	210399
"methionine sulfoxide"	416383	1754444	735815	610811	892467	923150	803734	650954	525336	763193	1061832	730950	470916	674073	726197	515891	907293	800804	723512	781957	752459	500347	1703182	1295842	2115799	2000326	1812348	2203025	1873469	2028073	1064336	1571764	2210768	1943537	2960941	2161534	1463907	1149981	1364484	874852	1685815	2845689	2718032	2292916	2877582	597874	3129631	2991376
"methylphosphate"	93743	347328	275004	179958	350126	492946	154349	345702	600261	228671	321309	407356	215687	383450	200998	295185	282515	267293	149609	274053	358417	125412	327119	311525	487087	838467	749940	666224	617572	750675	164650	435830	803913	338022	1126467	933859	617729	643316	654282	364579	592762	439283	1487125	1311916	2133200	430886	1620929	2157055
"myo-inositol"	37606056	64295392	71536904	43730100	70294688	87159688	61612304	73797048	100983960	62094568	70794520	96030216	73699224	82496472	78953072	67794832	74955720	84707408	65799208	67501224	83228352	58355928	71967984	80197272	95260048	127561216	124750936	107184912	109829616	129131456	60614880	81620864	128230840	94753104	146437344	142779152	85600272	106964088	101257304	66716136	109616872	103124960	151613984	174151200	193859776	33511876	182146336	221698752
"myristoleoylcarnitine*"	127653	76789	195558	148539	170591	141838	332022	1065322	83645	60180	84928	83028	157283	363290	134049	155012	161069	122298	303433	461169	228783	230529	202289	176056	168191	170480	88463	59693	175762	128161	84714	74466	65241	96718	58151	91505	125820	168649	116272	149676	202871	179029	115391	116152	NA	NA	62231	NA
"myristoyl sulfate"	6719742	4971891	16474954	28525054	19310790	4585835	4251009	5002891	5901468	14098799	6550160	5269264	4960871	10059538	4144936	19024730	19140708	4589029	9893551	16716926	9202274	4032719	8151373	4174321	5325690	5357055	21000794	16191777	11669290	8405914	14179738	8985385	4653330	3805277	4941843	15973987	19930228	4495870	9641531	10040848	9357619	12384831	20241986	10870637	10942569	4962810	4727039	4466496
"myristoylcarnitine"	360024	269550	578907	414557	544045	503800	688510	2119930	237050	264450	177646	243251	551500	1208616	479538	496427	557873	609411	1090556	1549666	795372	952753	605934	644276	492971	459544	241709	274063	580641	480887	233484	195615	195406	214977	225166	264752	435672	546193	418457	539549	617215	544462	433373	477160	181376	NA	169741	219984
"N-acetyl-aspartyl-glutamate (NAAG)"	197251	390113	205930	189108	225320	524266	537843	374976	399547	607551	624274	323828	346376	479105	556963	302204	342218	340327	474483	571893	555209	368587	385201	290444	953165	1349271	665254	1522495	710515	1541902	528005	697081	1055701	548841	1202004	726579	1457531	548934	1113351	621629	683353	1217118	653554	893384	1583598	183409	889186	767218
"N-acetylalanine"	204116	239618	233174	193415	256536	273869	289434	240977	251624	223926	250025	273069	316498	236132	254398	274918	266626	267490	325461	278953	303767	278865	287336	337400	436402	449213	454557	433463	400340	480462	353008	335595	471788	475614	468968	438237	493534	497473	435630	494244	480900	484534	753224	723296	801436	152986	775000	841206
"N-acetylarginine"	NA	75872	36643	NA	58570	135306	81287	42639	41958	86861	86806	51612	45888	114866	66857	NA	72167	73699	87988	119863	140889	43356	54963	45755	108070	145399	NA	149629	86540	151633	23688	58569	124675	80583	188658	74269	142471	59748	109879	73523	83429	175809	135978	83122	236618	NA	106203	168890
"N-acetylasparagine"	18935	107668	83446	45049	NA	81307	56780	NA	44415	90669	65752	40590	36932	55010	55981	NA	46708	29808	38807	102414	44340	39955	38591	37735	68907	77826	23380	112340	24920	73106	NA	NA	92296	NA	120555	45198	152308	NA	90043	NA	34150	107254	69022	45134	154709	NA	46192	68599
"N-acetylaspartate (NAA)"	15121481	17802140	20110434	18214460	21807210	24430706	24240254	23652276	29678024	29390432	25865084	29559358	34704600	25192240	23675950	32179452	25641552	26229972	29425856	22457988	25548946	28173664	25950858	27481954	53214868	49738744	48794672	62034996	45526928	48449688	34790384	37350388	47916308	53745780	60322324	55740808	43081328	52563972	43434696	45855384	46933220	43171908	75706536	72489952	71239136	16004742	66981980	81093880
"N-acetylglucosamine/N-acetylgalactosamine"	434796	533383	344341	256031	419124	702746	778000	560514	400038	781791	739050	363867	346144	673041	556314	310300	505571	545826	638752	587334	555881	334118	332232	318135	885469	1204888	533900	1042281	816744	1214649	541564	615858	988754	382785	1126397	591223	623528	312536	682593	327905	401660	735274	791478	943300	1745354	226730	823202	900675
"N-acetylglucosaminylasparagine "	NA	95275	59167	49990	56046	164162	181788	57828	79570	163909	139168	97860	74508	118650	139448	68881	66481	81185	138642	180308	153590	90614	69037	65646	230045	261704	139930	312460	123706	302243	83497	105915	288170	101565	222080	141224	171654	58808	153825	84346	83809	216975	149667	176963	354526	NA	146470	236290
"N-acetylglutamate"	7616768	11137661	10460577	9066278	10678255	14312871	13610973	8746313	7977030	14371898	16500109	9091155	7532217	14658456	13435826	7892170	11415267	12067228	15751202	16692009	14799403	7526412	6684112	9289424	21974796	20531088	10647796	21888826	13285051	21824780	9949369	15845375	27857216	14121893	31061986	12078742	24094332	11930170	19679956	12176672	12586023	30161070	16724449	13836032	26005148	5656158	16515631	19074006
"N-acetylglutamine"	238224	467274	953000	195992	366949	487405	454673	318781	256885	525991	536698	261406	219754	335387	326629	174552	317938	326018	370531	581867	353809	274879	289987	232714	491775	645179	251739	618415	376323	701701	260546	274525	699294	219884	728337	260198	641935	259257	515459	299328	407387	648093	368408	372718	1154972	108249	439928	667889
"N-acetylhistidine"	NA	NA	NA	NA	NA	NA	34667	NA	NA	NA	NA	NA	18567	NA	NA	NA	NA	NA	NA	23956	NA	20454	27913	17034	40616	48790	32289	41046	NA	53992	17838	NA	64201	NA	57090	23924	67137	24850	46553	26224	57166	74986	44844	62612	90631	NA	49329	72841
"N-acetylmethionine"	115136	143087	141995	120478	168054	172498	155688	126210	194669	198335	197908	206734	183866	186104	163943	177060	154759	156156	205286	167068	191571	192871	167883	171085	332767	355798	350079	374821	360312	374616	239808	227478	358924	326374	456900	389108	358177	344073	289829	298044	363673	315029	776097	776410	704238	132213	828977	804692
"N-acetylmethionine sulfoxide"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49213	10848	48042	NA	55300	32918	40834	15007	26349	40703	NA	NA	30051	NA	NA	NA
"N-acetylneuraminate"	393989	539578	781517	622076	956591	986200	558767	544423	520818	531795	524662	527296	673811	559781	385723	575932	507863	427289	476267	350848	384387	475065	479274	470575	1072401	874031	758493	1034525	772312	664604	687123	749951	764662	1144564	1070248	805940	712493	738949	629138	613313	818171	670346	1413989	1388297	1293155	260301	1195974	1276538
"N-acetylphenylalanine"	NA	31165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26144	30019	22058	24430	NA	38984	NA	NA	34205	NA	23376	26996	33509	23620	NA	20620	23081	33407	NA	20668	NA	NA	26065	22555	31715	28054	NA	23347	11637	28968	25165	19347	29483	15782	34821	NA
"N-acetylputrescine"	1144237	1701509	1284973	1226699	1441779	2071490	6671151	4805100	4847270	6430195	5728741	5173521	4425877	6439996	5241462	3917978	4868294	4291408	6329406	5970471	5717105	4066974	4181683	3913191	6479055	7130378	4828911	7116186	5812645	7038714	3964946	4658128	6461053	4866316	7510995	4422020	4304622	3340774	3760447	3085527	3444225	4177885	5011923	4707598	8523812	1364086	5209437	7391774
"N-acetylserine"	1998646	4126949	2482781	1782411	2852636	4495882	3709640	2474248	2687937	4863698	3638748	2121355	2715881	3810078	3355657	2471812	2541989	2545112	3156335	5240131	3840921	2788250	2878241	3342462	4778205	5979918	3677056	7088835	4006376	7485873	2674363	4308075	6522644	2734047	7832731	4521801	8321789	4770007	6018124	3950527	4695257	6933200	4507205	6140107	11264722	1892166	7186310	6010128
"N-acetyltaurine"	133819	239574	277107	153664	233442	287530	230698	219406	274970	231785	220350	258660	263448	244617	260388	255552	235953	260832	278713	285524	300137	216513	248702	251491	417933	451359	480466	406385	372779	455518	280744	303835	483558	378547	436420	447250	443827	454974	433341	398114	417126	469772	656097	682019	675020	179629	653095	717027
"N-acetylthreonine"	436481	490765	553785	492527	616076	683707	652066	588907	706827	714284	626929	625331	718450	672335	686544	689207	653507	691315	762674	675825	715735	763637	605705	726130	1042417	1053156	1044635	1063273	980659	1067919	774059	763200	1122518	940488	1146478	1080914	1133998	1197268	1114455	1078557	1132740	1133176	1645678	1610699	1864247	301609	1687929	1771149
"N-acetylvaline"	NA	NA	NA	NA	NA	NA	36006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	50748	NA	49352	NA	NA	NA	NA	NA	NA	NA	NA	NA	40658	42740	NA	31984	NA	NA	NA	41324	53004	55422	77747	NA	49514	47732
"N-carbamoylaspartate"	144400	319474	263117	219691	241623	433480	338155	239380	467847	314712	283768	455750	295452	345405	231614	239629	292798	367097	355123	326012	275769	217665	278054	328814	1953891	3450257	2400171	1982860	1691067	3467264	344575	509381	4146998	2989085	3826425	4860562	358019	491455	412564	368241	594923	592240	4615632	4945894	3534486	502254	2833949	6168399
"N-delta-acetylornithine"	NA	NA	NA	NA	NA	66654	36612	NA	NA	NA	31844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42523	NA	NA	64122	62890	73839	NA	66122	NA	NA	80456	57528	46527	65992	NA	NA	NA	45609	NA	NA	100186	96824	149074	NA	188487	NA
"N-formylmethionine"	64368	105841	101762	79228	123372	152498	128337	112494	126352	125848	131516	125109	131275	137123	116636	126106	128197	133592	125349	114580	116439	123264	125911	147920	230525	240543	235510	227338	235519	233947	146949	143063	259358	212547	267617	260349	213844	228006	204993	189571	209374	196676	420546	400754	445595	54686	421256	419655
"N-glycolylneuraminate"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13781	24525	NA	47169	NA	48710	57890	NA	56372	NA	NA	40196	NA	NA	36331	69184	37799	NA	28083	35127	81339	21580	36557	NA	NA	28376	52163
"N-methylproline"	NA	321881	134394	NA	83016	333355	87521	NA	146692	215761	201506	NA	202425	195810	NA	148230	103002	NA	NA	216321	156537	187853	143141	NA	251280	293280	348945	317468	93891	328781	NA	NA	288450	124280	287174	250888	318675	NA	322545	157306	255417	211228	196579	237183	517144	NA	NA	265562
"N-palmitoyl-sphingosine (d18:1/16:0)"	1139562	753660	841713	380486	484900	703102	796148	1192579	227693	352540	510898	720694	817436	586294	588446	830318	659794	1003925	1077741	584493	580654	856865	747207	1136148	421583	715234	619455	685851	223065	648668	507311	783915	420673	940616	555521	853425	459087	986268	504156	577644	1043908	1474882	1379610	2570913	767571	114866	1327015	2656981
"N-stearoyltaurine"	NA	NA	NA	NA	NA	97600	67785	NA	75000	NA	61824	75111	NA	NA	66467	NA	55808	41222	NA	NA	56616	NA	NA	NA	110267	107261	74596	92452	NA	128263	NA	NA	108219	NA	117950	121592	59961	95959	107336	57548	NA	118507	163970	105397	139570	NA	157132	157219
"N2-acetyllysine/N6-acetyllysine"	NA	66184	25898	38594	NA	46950	64740	NA	NA	139852	72024	89864	NA	95873	65874	32963	NA	51687	64835	55274	107585	33857	26417	42611	111126	82372	31181	100919	78330	105595	NA	NA	104725	85580	121638	41588	89376	NA	71416	NA	46885	72971	100085	63353	219771	NA	62746	115430
"N6,N6,N6-trimethyllysine"	313664	977985	516429	383989	558982	888636	799500	509963	445122	791478	726529	481692	439871	725000	616793	378136	379789	344160	665261	776259	672543	447934	584775	483470	832818	959851	529972	908671	441017	826780	307649	526856	840722	402856	1016421	606420	1128240	694058	837974	670193	625900	1017431	1184627	1206534	1544548	163684	1197543	1364867
"nicotinamide"	2719387	7062410	2757909	3468112	4547494	5501670	4550809	4924342	5487993	5151370	5688168	4730385	3981661	6211377	5401754	4441349	4280894	5424110	5053858	6604286	5077498	3601279	4861644	4045666	6554536	6934985	6720471	6446639	5967879	7102750	3233169	6797061	7856468	5472729	8439571	6850403	5811292	5579726	5986870	3970963	5608932	6475888	6278546	10053018	8987065	2515848	9388899	8241312
"nicotinamide adenine dinucleotide (NAD+)"	3533397	4559627	4065836	3854537	4960283	5512427	5184541	5168337	5292705	5646803	5284401	5755825	5877781	5834348	5386179	5743688	5205226	5415670	5929474	4761666	5046466	5630307	4653066	5370105	8584282	8097277	7524427	8431206	8272009	8139233	5974065	5808503	7651618	7660636	7733684	7890077	6730201	6820238	6465745	6103718	6707996	5704157	11495897	11914672	10780724	2904017	10868113	10900964
"nicotinamide adenine dinucleotide reduced (NADH)"	23632	90846	136192	157881	384014	238767	232569	111353	432232	518009	493220	581808	368857	178830	345297	434413	414266	310944	488133	88489	315599	499533	452874	444819	409953	371414	884428	1072723	416311	629582	463377	373335	919334	830795	791137	935680	741075	672759	557373	742690	633017	757210	1674887	1256421	2244182	300690	1633450	2767457
"nicotinamide ribonucleotide (NMN)"	24847	49665	23992	21771	39416	88417	57965	40062	30059	68335	77424	26657	33436	NA	36207	19221	22870	25733	53228	69529	34487	24282	27711	NA	109703	127726	42362	84585	62070	126014	18664	NA	76950	46432	113867	58366	111000	47841	64259	36475	63287	95164	135213	121849	150577	13018	71076	120842
"nicotinamide riboside"	NA	87638	64109	63119	69993	111869	85947	69830	47631	102927	98506	NA	65415	146662	123140	64913	88080	104780	139042	141067	154248	117026	89968	76286	145068	196239	81310	182398	73342	189537	49308	130774	185401	85619	203948	72072	360889	138529	261520	137841	171401	316617	118756	145794	296811	31660	149250	219907
"O-methyltyrosine"	142896	263464	180814	224065	206377	424668	323203	169727	265763	410243	361767	202390	174769	344601	317225	166110	154194	263182	320535	150008	315197	237656	201730	220297	651255	592996	172260	579342	443002	630647	257352	413854	657055	347722	653720	346587	632185	256948	547491	310965	376137	578515	423216	431325	1011587	155070	416980	574920
"octanoylcarnitine"	47854	50885	70089	51364	61554	77719	150869	217671	30247	35587	NA	38379	90221	173229	42339	63643	51975	43515	113586	254515	69540	84420	54384	63594	112474	110961	NA	NA	107364	123904	34834	52057	NA	NA	50057	NA	49820	74401	33961	48657	65112	70406	70039	102989	48166	NA	31045	NA
"oleamide"	1650244480	2705496064	2291074304	1542464768	1633577216	1722250624	2145173760	2629987840	2221253376	1642965120	1665671808	2211146752	1571155584	1584293760	1897207168	1652370688	1670834816	1779945472	2216355840	1643333632	3110133248	2136358784	2144957568	2271492864	2128638976	1567572352	1329297408	1655129984	1173860224	2264186112	1296413952	437482112	1715299456	1966921728	1770242560	1654323968	1371181312	1783987840	2470280448	1579058560	2425969664	1401150848	2003008896	1777124480	3557242624	1612517376	1519383680	1862669440
"oleoylcarnitine"	770611	496859	1002300	777630	898657	805605	2012193	4507738	642035	626947	543574	583020	1605137	2620668	1177989	1334427	1522061	1517578	2708140	3205052	1883779	2231512	1639298	1194772	1147728	1067271	520530	480860	928816	697004	552861	382981	407049	479118	423560	422189	1192692	1426855	1086172	1486108	2023753	1682033	730007	803312	290262	NA	357321	336482
"ophthalmate"	116367	233222	186446	154443	NA	344671	244318	96831	NA	NA	185084	NA	79792	NA	157407	91781	93683	100811	161465	197648	164377	145130	NA	101527	84932	204177	92248	219976	106861	191903	NA	NA	153570	86149	219479	87911	185053	101473	151951	28171	NA	252268	131263	161102	239496	51713	123189	234242
"ornithine"	1291073	6136244	1335322	774568	1290716	1651601	1473983	451762	1447815	1863413	3230296	1863038	1172371	1387036	1684851	1186943	1356974	1419731	1720402	1878579	2565952	1275801	3062507	1164235	3555934	3823806	2670538	5188796	2688152	4006610	2074929	3197989	4351652	2782565	4863539	2535576	4343298	2144605	3514276	2403250	2417792	3205771	3892627	4641689	11879010	2317460	7720328	10364006
"orotate"	266619	521680	736635	381970	620721	722998	253184	173563	193856	191795	243220	588316	191023	179860	67328	121197	188544	196845	224247	205021	134197	192450	293251	239287	1465547	1263529	976590	1167982	1178809	991298	356977	331007	1803984	1844880	1522338	1674640	300048	305630	278257	244671	378418	309626	2028669	1209613	2066613	578175	1520763	1740530
"orotidine"	501981	643853	726172	659625	807116	880660	745320	725835	800402	918322	661537	783308	1174832	892736	711432	1043084	742043	754192	1129560	822266	862205	990241	818964	844606	2473403	2261900	1965189	2511779	1967482	2093066	1106897	1232759	2100775	2277127	2804049	2434257	1725583	2074947	1570426	1597447	1632040	1466890	6042043	5973956	5678407	1349054	5407212	6137860
"palmitic amide"	59518936	171484352	152427920	111099368	104781264	119333984	160125568	146284400	120255392	101387152	102942336	148456320	98471760	98886256	111187480	106765368	101515056	102573704	91375928	105936464	137671840	149270256	75963768	114497496	132282312	94685880	86603344	108716352	66769992	110355904	86449008	27109666	109077760	135330128	110503440	116575256	94950872	125078328	86687064	108886288	95760992	94681968	127346216	124540784	175217936	113221208	97396120	145498896
"palmitoleoylcarnitine*"	241403	182757	341386	231914	351802	286779	683520	1762890	173884	204968	150167	160971	438803	818666	350832	293360	405676	419921	746679	1059522	517984	629790	485440	377572	370496	285535	120748	141734	306437	258503	144130	110552	108696	134417	145044	134845	250752	297791	263955	328240	408623	356464	184550	221436	84575	NA	NA	78123
"palmitoyl dihydrosphingomyelin (d18:0/16:0)*"	925038	607539	622505	335884	659038	515972	952040	1382056	360734	470843	795384	883887	906188	818029	645444	828796	945798	1034801	996213	631637	532169	752994	734297	807002	557156	777307	869709	1009937	588387	746352	748220	798317	652596	1219027	631460	826034	412771	748217	451095	639594	869674	822877	938209	1825177	574402	207295	984648	1302977
"palmitoyl sphingomyelin (d18:1/16:0)"	19513460	14295824	16630669	10119014	15791061	16559007	23753844	31981396	12631274	16314991	22327890	23364320	26005296	20655228	20565600	25222092	24884242	27095122	29218836	18956492	18117736	24224582	21177268	24938246	17791680	22540502	27224002	33740592	20953246	24938320	22927672	23604308	24746966	39621828	20540184	27522818	17397796	26488850	19595024	26623236	33262410	33471336	31718676	56529712	23520062	6500747	40747260	44325576
"palmitoylcarnitine"	955098	667685	1369517	1039038	1218483	1135299	1429303	3435209	617882	618304	554520	588930	1318754	2525933	1009762	1140658	1392490	1420779	2289109	3109663	1710907	2195131	1513297	1248058	1221287	1124157	508243	616610	1149525	770930	613481	440276	453506	504884	534247	539039	1015805	1150450	894415	1236506	1541251	1371202	1322831	1393156	556765	171217	761148	657762
"pantothenate"	41047920	74342048	42329672	31876000	40142000	86256448	110763712	80707728	73716192	131149032	121350584	72271208	92308912	192616416	180922336	88792728	134185328	136473136	196853488	207888032	198856928	110272448	124951328	97196864	193360176	222156496	125771296	219283600	137694016	210805648	140245968	148428688	220554976	114217248	251269072	115456472	300338272	160694064	255864832	163851760	195832704	290488576	106098056	133843104	245769296	31730038	110742136	152328256
"penicillin G"	1103115	12248124	680763	1029732	2193992	1036339	946736	800288	1729521	1496747	3949845	2052604	950545	644902	1175017	1519523	1936684	822016	1447131	656441	1159618	1213906	8713343	1075353	1446381	1118277	1777801	1594050	1053559	1091626	1061568	816008	1310589	948428	1698486	930483	1405413	1106288	939565	996430	1229558	804848	1836511	1673800	1806210	437936	2006034	1760658
"phenol red"	88668	1070463	82898	84064	245833	173061	60262	45405	211773	126208	410771	245197	96381	71941	184909	171485	220203	143618	162846	85417	172683	142696	770229	200252	133055	86560	205951	150582	89855	83645	91211	65973	128613	97959	176999	128556	183528	166519	172892	156510	186244	145332	160862	128816	192909	15516	252559	191249
"phenol sulfate"	23057	72900	126559	NA	40334	44829	49862	36855	20306	NA	49690	37097	36753	32959	29054	41813	39949	38436	39989	33851	61375	35852	43566	35752	NA	41232	34515	43612	49496	38095	37330	38771	38872	47946	36489	42882	72633	43054	50471	38372	52902	38495	38965	26467	56433	NA	41169	54816
"phenylacetylglycine"	322468	503132	356608	305559	374067	403552	290539	264795	356867	350757	406933	391006	407608	401459	467106	471363	486507	514395	473982	388486	418405	468623	590463	577561	798727	798690	766687	793609	791097	777768	723616	668172	857141	812058	878418	850440	988501	1081047	1057940	1034809	921242	905115	1352412	1336566	1590395	304824	1486911	1508028
"phenylalanine"	8454062	34196696	9186127	8235795	14563556	20380046	12939978	8939771	11771830	15558373	19831246	12224334	10344701	12567332	13751220	7492249	8448862	9280628	14337394	12689330	14643246	7871404	17039260	10846894	18447170	19126960	20110352	23576776	15462547	22050508	9453652	12108161	21241180	10763535	22987204	16378587	19115736	14085572	17020086	11060265	13027329	18580710	22502394	22297116	31800890	4409345	24957422	30146706
"phosphate"	357423008	345129472	309531904	277732608	337023424	341496064	315598432	345771552	360251392	350220160	354033440	373495488	358903424	375361728	335899744	321237152	348019040	346163488	343898592	318701472	345926528	337979904	363594464	350618400	374221312	350936160	340335968	331127680	380817888	363390048	387311168	343363040	334708864	305047808	333547072	346151968	342566400	344391872	371501504	369934432	327243456	321713248	348775584	319947136	367832480	154568928	346147552	352210880
